AssetId,AssetStatus,AssetName,Type,FromId,ToId,Diameter
6648,In Service,,Gravity,81385,77514,150
6649,In Service,,Gravity,80847,74145,150
6650,In Service,,Gravity,83123,84914,150
6651,In Service,,Gravity,74158,87935,150
6652,In Service,,Gravity,74168,74169,150
6653,In Service,,Gravity,74182,89038,150
6654,In Service,,Gravity,80855,74190,150
6655,In Service,,Gravity,89198,84925,100
6656,In Service,,Gravity,89208,73616,150
6657,In Service,,Gravity,74232,74231,300
6658,In Service,,Gravity,80864,85361,150
6659,In Service,,Gravity,74250,88046,150
6660,In Service,,Gravity,89216,74258,150
6661,In Service,,Gravity,82789,81290,225
6662,In Service,,Gravity,80873,78853,225
6663,In Service,,Gravity,78855,84942,150
6664,In Service,,Gravity,74298,87844,150
6665,In Service,,Gravity,74307,89064,150
6666,In Service,,Gravity,74317,80766,150
6667,In Service,,Gravity,81423,89068,150
6668,In Service,,Gravity,85390,73777,150
6669,In Service,,Gravity,86635,74347,150
6670,In Service,,Gravity,74351,83896,150
6671,In Service,,Gravity,79814,81320,250
6672,In Service,,Gravity,82020,74366,150
6673,In Service,,Gravity,74374,88310,150
6674,In Service,,Gravity,74382,87112,150
6675,In Service,,Gravity,80894,81335,150
6676,In Service,,Gravity,89085,74410,150
6677,In Service,,Gravity,84967,82817,150
6678,In Service,,Gravity,85522,80902,150
6679,In Service,,Gravity,83297,79829,150
6680,In Service,,Gravity,77217,77218,150
6681,In Service,,Gravity,79833,81449,150
6682,In Service,,Gravity,79835,81451,150
6683,In Service,,Gravity,74486,89096,150
6684,In Service,,Gravity,78795,87903,150
6685,In Service,,Gravity,74501,89101,150
6686,In Service,,Gravity,80823,88336,150
6687,In Service,,Gravity,79841,82742,150
6688,In Service,,Gravity,83315,74535,150
6689,In Service,,Gravity,81464,89019,150
6690,In Service,,Gravity,85156,81466,150
6691,In Service,,Gravity,83321,85548,150
6692,In Service,,Gravity,88315,74571,150
6693,In Service,,Gravity,80934,88348,150
6694,In Service,,Gravity,74591,78915,150
6695,In Service,,Gravity,80937,78917,150
6696,In Service,,Gravity,85557,83331,150
6697,In Service,,Gravity,85559,83333,150
6698,In Service,,Gravity,82860,84274,150
6699,In Service,,Gravity,78927,87164,150
6700,In Service,,Gravity,85569,77231,150
6701,In Service,,Gravity,86965,87167,225
6702,In Service,,Gravity,84282,159591,150
6703,In Service,,Gravity,83346,83347,150
6704,In Service,,Gravity,85013,74704,150
6705,In Service,,Gravity,74711,85580,150
6706,In Service,,Gravity,83354,74716,150
6707,In Service,,Gravity,74744,74740,150
6708,In Service,,Gravity,85015,77240,150
6709,In Service,,Gravity,86824,85590,150
6710,In Service,,Gravity,83367,74788,150
6711,In Service,,Gravity,85597,86830,150
6712,In Service,,Gravity,88395,87195,150
6713,In Service,,Gravity,86969,74817,150
6714,In Service,,Gravity,81517,74826,150
6715,In Service,,Gravity,88401,74829,150
6716,In Service,,Gravity,86839,85606,150
6717,In Service,,Gravity,74849,86841,150
6718,In Service,,Gravity,87206,74860,150
6719,In Service,,Gravity,74880,74876,150
6720,In Service,,Gravity,82910,84322,150
6721,In Service,,Gravity,74906,74905,150
6722,In Service,,Gravity,80172,85620,150
6723,In Service,,Gravity,83395,85622,150
6724,In Service,,Gravity,81540,79924,150
6725,In Service,,Gravity,84335,82034,150
6726,In Service,,Gravity,78194,85627,150
6727,In Service,,Gravity,82930,80187,225
6729,In Service,,Gravity,75007,88435,450
6730,In Service,,Gravity,78203,84348,150
6731,In Service,,Gravity,82937,83415,150
6732,In Service,,Gravity,81561,78209,150
6733,In Service,,Gravity,83420,85645,150
6734,In Service,,Gravity,83422,81565,150
6735,In Service,,Gravity,81567,79951,150
6736,In Service,,Gravity,77274,152828,150
6737,In Service,,Gravity,79953,80206,150
6738,In Service,,Gravity,88452,75091,150
6739,In Service,,Gravity,79962,75119,150
6740,In Service,,Gravity,75131,78225,150
6741,In Service,,Gravity,84375,79159,150
6742,In Service,,Gravity,80219,88466,150
6743,In Service,,Gravity,79163,75154,150
6744,In Service,,Gravity,75163,77285,150
6745,In Service,,Gravity,85667,86905,150
6746,In Service,,Gravity,75182,85669,150
6747,In Service,,Gravity,87276,75202,150
6748,In Service,,Gravity,78245,75216,150
6749,In Service,,Gravity,84392,80237,150
6750,In Service,,Gravity,82980,75234,150
6751,In Service,,Gravity,75247,79180,150
6752,In Service,,Gravity,83051,86512,375
6753,In Service,,Gravity,75286,75287,150
6754,In Service,,Gravity,87293,80249,150
6755,In Service,,Gravity,84407,75298,150
6756,In Service,,Gravity,82041,85697,150
6757,In Service,,Gravity,75334,87304,150
6758,In Service,,Gravity,77308,83002,150
6759,In Service,,Gravity,75347,79202,150
6760,In Service,,Gravity,87309,85024,150
6761,In Service,,Gravity,75366,80264,225
6762,In Service,,Gravity,75388,75387,150
6763,In Service,,Gravity,84425,82131,150
6764,In Service,,Gravity,87317,83488,150
6765,In Service,,Gravity,75412,88521,150
6766,In Service,,Gravity,79216,86147,150
6767,In Service,,Gravity,84170,75426,150
6768,In Service,,Gravity,75438,80279,150
6769,In Service,,Gravity,80280,75447,150
6770,In Service,,Gravity,85177,75459,375
6771,In Service,,Gravity,75473,82044,150
6772,In Service,,Gravity,87335,82151,150
6773,In Service,,Gravity,80289,75487,150
6774,In Service,,Gravity,75500,87338,150
6775,In Service,,Gravity,80293,79234,150
6776,In Service,,Gravity,75526,83055,150
6777,In Service,,Gravity,86171,81048,150
6778,In Service,,Gravity,81662,75546,150
6779,In Service,,Gravity,75558,84458,150
6780,In Service,,Gravity,79018,75568,150
6781,In Service,,Gravity,82166,88552,150
6782,In Service,,Gravity,75598,75599,250
6783,In Service,,Gravity,75608,83058,225
6784,In Service,,Gravity,87361,81674,150
6785,In Service,,Gravity,84470,78325,150
6786,In Service,,Gravity,84472,78327,150
6787,In Service,,Gravity,75649,87368,150
6788,In Service,,Gravity,80321,75657,150
6789,In Service,,Gravity,75669,83544,150
6790,In Service,,Gravity,85769,78335,150
6791,In Service,,Gravity,88073,75688,150
6792,In Service,,Gravity,81694,88576,150
6793,In Service,,Gravity,75711,87380,150
6795,In Service,,Gravity,83557,75731,150
6796,In Service,,Gravity,75744,75743,150
6797,In Service,,Gravity,88588,80343,150
6798,In Service,,Gravity,75766,78354,150
6799,In Service,,Gravity,84502,75777,225
6800,In Service,,Gravity,85791,75785,150
6801,In Service,,Gravity,88076,84010,150
6802,In Service,,Gravity,77352,77353,150
6803,In Service,,Gravity,80356,75820,150
6804,In Service,,Gravity,86228,79023,150
6805,In Service,,Gravity,75840,80360,150
6806,In Service,,Gravity,79299,86233,150
6807,In Service,,Gravity,78371,75859,150
6808,In Service,,Gravity,79303,85808,150
6809,In Service,,Gravity,81728,88612,225
6810,In Service,,Gravity,81730,85812,150
6811,In Service,,Gravity,85813,75891,150
6812,In Service,,Gravity,87417,81735,150
6813,In Service,,Gravity,75916,88620,150
6814,In Service,,Gravity,75926,85820,150
6815,In Service,,Gravity,88623,86251,150
6816,In Service,,Gravity,75943,83064,150
6817,In Service,,Gravity,85040,83602,150
6818,In Service,,Gravity,88633,81749,150
6819,In Service,,Gravity,78398,82250,150
6820,In Service,,Gravity,85836,87437,150
6821,In Service,,Gravity,83609,76004,150
6822,In Service,,Gravity,80393,81757,225
6823,In Service,,Gravity,78406,76019,150
6824,In Service,,Gravity,78408,81761,150
6825,In Service,,Gravity,79337,76037,150
6826,In Service,,Gravity,86276,88647,150
6827,In Service,,Gravity,85849,80405,150
6828,In Service,,Gravity,80407,76077,150
6829,In Service,,Gravity,76085,85852,525
6830,In Service,,Gravity,80411,78419,150
6831,In Service,,Gravity,77383,87458,150
6832,In Service,,Gravity,83632,82056,150
6833,In Service,,Gravity,85863,77387,225
6834,In Service,,Gravity,85867,80422,150
6835,In Service,,Gravity,79362,76165,150
6836,In Service,,Gravity,76173,85192,150
6837,In Service,,Gravity,76184,76185,150
6838,In Service,,Gravity,88131,84584,150
6839,In Service,,Gravity,86305,82291,150
6840,In Service,,Gravity,76209,80040,150
6841,Out of Service,,Gravity,83652,89267,300
6842,In Service,,Gravity,84590,82296,150
6843,In Service,,Gravity,89276,76232,150
6844,In Service,,Gravity,88683,76239,150
6845,In Service,,Gravity,76254,84597,150
6846,In Service,,Gravity,84599,84021,150
6847,In Service,,Gravity,76274,83662,150
6848,In Service,,Gravity,76282,88085,300
6849,In Service,,Gravity,78460,76291,150
6850,In Service,,Gravity,82311,80451,150
6851,In Service,,Gravity,86325,78118,225
6852,In Service,,Gravity,81818,82316,150
6853,In Service,,Gravity,88087,78825,225
6854,In Service,,Gravity,78469,83676,150
6855,In Service,,Gravity,81825,86335,150
6856,In Service,,Gravity,77410,78474,150
6857,In Service,,Gravity,85913,87513,150
6858,In Service,,Gravity,84624,83687,150
6859,In Service,,Gravity,159549,159548,150
6860,In Service,,Gravity,85920,76407,150
6861,In Service,,Gravity,89288,76417,150
6862,In Service,,Gravity,86348,88723,150
6863,In Service,,Gravity,78487,88724,150
6864,In Service,,Gravity,87527,84635,150
6865,In Service,,Gravity,76459,74198,150
6866,In Service,,Gravity,89293,79425,150
6867,In Service,,Gravity,87535,76481,150
6868,In Service,,Gravity,74106,81852,150
6869,In Service,,Gravity,87540,84648,150
6870,In Service,,Gravity,85940,76516,150
6871,In Service,,Gravity,81860,84652,150
6872,In Service,,Gravity,84655,82359,150
6873,In Service,,Gravity,80503,83719,150
6874,In Service,,Gravity,76570,78512,150
6875,In Service,,Gravity,87554,88297,140
6876,In Service,,Gravity,76587,73844,150
6877,In Service,,Gravity,80511,79451,225
6878,In Service,,Gravity,80048,87562,150
6879,In Service,,Gravity,82374,78526,150
6880,In Service,,Reclaimed,TP010-GV011-8700VA,89310,300
6881,In Service,,Gravity,87832,73659,150
6882,In Service,,Gravity,74273,77145,150
6883,In Service,,Gravity,82678,73723,225
6884,In Service,,Gravity,73762,89128,580
6885,In Service,,Gravity,85008,87107,150
6886,In Service,,Gravity,73870,87570,150
6887,In Service,,Gravity,86656,83914,150
6888,Out of Service,,Rising,147581,89430,225
6889,In Service,,Gravity,87922,74561,150
6890,In Service,,Gravity,85002,74137,150
6891,In Service,,Gravity,81025,77141,150
6892,In Service,,Gravity,78536,86608,150
6893,In Service,,Gravity,76685,76686,150
6894,In Service,,Gravity,85975,84830,150
6895,In Service,,Gravity,86402,83030,150
6896,In Service,,Gravity,74410,84966,150
6897,In Service,,Gravity,87127,76705,150
6898,In Service,,Gravity,79840,82837,150
6899,In Service,,Gravity,82854,79850,150
6900,In Service,,Gravity,80532,81472,150
6901,In Service,,Gravity,74629,81074,150
6902,In Service,,Gravity,74656,82863,150
6903,In Service,,Gravity,80171,81508,150
6904,In Service,,Gravity,74833,81034,150
6905,In Service,,Gravity,74894,76738,150
6906,In Service,,Gravity,74920,83394,375
6907,In Service,,Gravity,86871,84697,150
6908,In Service,,Gravity,76746,77269,150
6909,In Service,,Gravity,79483,84426,150
6910,In Service,,Gravity,76762,87306,150
6911,In Service,,Gravity,75433,87325,150
6912,In Service,,Gravity,83760,78555,150
6913,In Service,,Gravity,82402,84457,150
6914,In Service,,Gravity,80542,85807,150
6915,In Service,,Gravity,81680,86991,150
6916,In Service,,Gravity,88575,77343,150
6917,In Service,,Gravity,75751,85114,150
6918,In Service,,Gravity,75908,84529,150
6919,In Service,,Gravity,79322,85041,300
6920,In Service,,Gravity,76059,77414,150
6921,In Service,,Gravity,84626,77466,150
6922,In Service,,Gravity,82063,86398,150
6923,In Service,,Gravity,84611,82315,225
6924,In Service,,Gravity,82416,74161,150
6925,In Service,,Gravity,83073,88731,150
6926,In Service,,Gravity,76821,76491,150
6927,In Service,,Gravity,76540,84653,150
6928,In Service,,Gravity,85955,83140,225
6929,In Service,,Gravity,77469,88142,150
6930,In Service,,Gravity,76832,76833,150
6931,In Service,,Gravity,84141,82423,150
6932,In Service,,Gravity,87979,76870,150
6933,In Service,,Gravity,84144,84683,150
6934,In Service,,Gravity,79525,79045,150
6935,In Service,,Gravity,83136,76878,150
6936,In Service,,Gravity,79510,81140,150
6937,In Service,,Gravity,80977,146921,150
6939,In Service,,Gravity,77477,78581,150
6940,In Service,,Gravity,84156,81145,150
6941,In Service,,Gravity,80983,PS074,225
6942,In Service,,Gravity,83039,79522,225
6943,In Service,,Gravity,80985,85311,150
6945,In Service,,Gravity,82444,85313,150
6946,In Service,,Gravity,83157,76964,150
6947,In Service,,Gravity,76968,76967,150
6948,In Service,,Gravity,75949,76985,150
6949,In Service,,Gravity,84166,88271,150
6950,In Service,,Gravity,88009,83161,150
6951,In Service,,Reclaimed,89351,138478,150
6952,In Service,,Gravity,77017,88014,150
6953,In Service,,Gravity,81167,79539,150
6954,In Service,,Gravity,86075,79542,150
6955,In Service,,Gravity,77037,83170,150
6956,In Service,,Gravity,84179,89252,400
6957,In Service,,Gravity,89378,83174,400
6958,In Service,,Gravity,77066,77498,150
6959,In Service,,Gravity,79968,77069,150
6960,In Service,,Gravity,77074,86930,150
6961,Out of Service,,Rising,89399,86475,100
6962,In Service,,Gravity,88024,82465,150
6964,In Service,,Gravity,86077,85936,900
6965,In Service,,Gravity,83086,84187,150
6966,In Service,,Rising,89418,89424,450
6967,In Service,,Gravity,81184,77100,150
6970,In Service,,Gravity,79676,73692,150
6971,In Service,,Gravity,87846,82677,150
6972,In Service,,Gravity,73750,86627,150
6973,In Service,,Gravity,80776,73771,150
6974,In Service,,Gravity,78841,80860,150
6975,In Service,,Gravity,81480,83335,150
6976,In Service,,Gravity,80965,86817,150
6977,In Service,,Gravity,78973,74870,150
6978,In Service,,Gravity,80186,82929,150
6979,In Service,,Gravity,75039,88441,150
6980,In Service,,Gravity,75100,75101,150
6981,In Service,,Gravity,75190,80228,150
6983,In Service,,Gravity,86977,75209,150
6984,In Service,,Gravity,75278,88495,150
6985,In Service,,Gravity,75309,86126,150
6986,In Service,,Gravity,83483,81045,150
6987,In Service,,Gravity,75589,88554,150
6988,In Service,,Gravity,83599,79320,150
6989,In Service,,Gravity,80400,77380,150
6990,In Service,,Gravity,88665,76146,225
6991,In Service,,Gravity,79401,76350,150
6992,In Service,,Gravity,84646,138524,150
6993,In Service,,Gravity,76613,83730,150
6994,In Service,,Gravity,87572,85529,150
6995,In Service,,Gravity,86410,82883,150
6996,In Service,,Gravity,83739,88532,525
6997,In Service,,Gravity,75847,83584,600
6998,In Service,,Gravity,81919,83768,150
6999,In Service,,Gravity,88274,76953,150
7001,In Service,,Gravity,77490,88148,300
7002,In Service,,Gravity,88101,75335,150
7003,In Service,,Gravity,81003,82075,150
7004,In Service,,Gravity,77507,78782,150
7005,In Service,,Rising,PS201,89436,100
7006,In Service,,Gravity,79978,77114,150
7007,In Service,,Gravity,83090,81091,150
7008,In Service,,Rising,PS111,83093,100
7009,In Service,,Gravity,89455,84715,150
7010,In Service,,Gravity,88112,77551,150
7011,In Service,,Gravity,81098,83700,150
7012,In Service,,Gravity,85082,85643,150
7014,Out of Service,,Reclaimed,89484,89490,100
7015,In Service,,Gravity,77594,87044,150
7016,In Service,,Overflow,90043,77614,600
7017,In Service,,Gravity,80056,77626,225
7018,In Service,,Gravity,77918,87681,150
7019,In Service,,Gravity,81120,83111,150
7020,In Service,,Gravity,77662,87057,150
7021,In Service,,Gravity,81121,83113,150
7022,In Service,,Gravity,88891,73483,150
7023,In Service,,Gravity,77699,77698,150
7024,In Service,,Gravity,77707,87635,150
7025,In Service,,Gravity,83120,85109,225
7026,In Service,,Gravity,85108,86121,150
7027,In Service,,Gravity,87072,77734,150
7028,In Service,,Gravity,77754,84414,150
7029,In Service,,Gravity,83127,79637,150
7030,In Service,,Gravity,85264,86511,250
7031,In Service,,Gravity,87649,77777,150
7032,In Service,,Gravity,85128,73257,150
7033,In Service,,Gravity,82482,87088,150
7034,In Service,,Gravity,87660,82730,150
7035,In Service,,Gravity,89572,77837,150
7036,In Service,,Gravity,87664,82487,150
7037,In Service,,Gravity,77856,79119,150
7038,In Service,,Gravity,77859,87095,150
7039,In Service,,Gravity,87669,77687,150
7040,In Service,,Gravity,77872,77871,150
7041,In Service,,Gravity,77868,80124,150
7042,In Service,,Gravity,89595,84100,150
7043,In Service,,Gravity,85235,80130,150
7044,In Service,,Gravity,87677,82504,150
7045,In Service,,Gravity,80603,78650,150
7046,In Service,,Gravity,84206,77926,150
7047,In Service,,Gravity,80138,80586,150
7048,In Service,,Gravity,86012,86535,150
7049,In Service,,Gravity,87685,82509,150
7050,In Service,,Gravity,77944,77943,150
7051,In Service,,Gravity,77724,87685,150
7052,In Service,,Gravity,82518,87692,150
7053,In Service,,Gravity,84216,77981,150
7054,In Service,,Gravity,82527,78652,150
7055,In Service,,Gravity,82528,84217,150
7056,In Service,,Gravity,84202,81216,150
7057,In Service,,Gravity,79151,84218,150
7058,In Service,,Gravity,78019,78014,150
7059,In Service,,Gravity,85261,78042,150
7061,In Service,,Gravity,78081,88825,150
7062,In Service,,Gravity,79564,88826,150
7063,In Service,,Gravity,80644,78086,150
7064,In Service,,Gravity,84241,81265,150
7065,In Service,,Rising,PS017,89614,100
7066,In Service,,Gravity,79572,88838,150
7067,In Service,,Gravity,85281,79574,150
7068,In Service,,Gravity,78193,78154,150
7069,In Service,,Gravity,86110,84082,150
7070,In Service,,Gravity,78161,80656,150
7071,In Service,,Gravity,79080,85096,150
7072,In Service,,Gravity,78174,81257,160
7073,In Service,,Gravity,76560,83244,100
7075,In Service,,Gravity,86384,73270,225
7077,In Service,,Gravity,86021,83792,150
7078,In Service,,Gravity,73308,84733,150
7079,In Service,,Gravity,82623,84774,150
7080,In Service,,Gravity,83800,88857,150
7081,In Service,,Gravity,86546,73334,150
7082,In Service,,Gravity,73351,84097,150
7083,In Service,,Gravity,73352,86549,150
7084,In Service,,Gravity,73364,88862,150
7085,In Service,,Gravity,86024,83795,150
7086,In Service,,Gravity,73387,87776,150
7087,In Service,,Gravity,73543,82639,150
7088,In Service,,Gravity,83811,84943,150
7089,In Service,,Gravity,78668,84754,150
7090,In Service,,Gravity,81961,79617,150
7091,In Service,,Gravity,84760,82611,150
7092,In Service,,Gravity,80704,81965,150
7093,In Service,,Gravity,73441,78678,150
7094,In Service,,Gravity,73444,77511,150
7095,In Service,,Rising,SSPU0010,89628,300
7096,In Service,,Gravity,89698,73553,475
7097,In Service,,Gravity,79625,73468,150
7098,In Service,,Gravity,84780,82629,150
7100,In Service,,Gravity,83907,88902,150
7101,In Service,,Rising,89540,89541,450
7102,In Service,,Gravity,89457,84820,495
7103,In Service,,Gravity,73578,87819,150
7104,In Service,,Gravity,73605,80741,150
7105,In Service,,Gravity,84806,73599,150
7106,In Service,,Gravity,83968,87826,150
7107,In Service,,Gravity,73629,73628,150
7108,In Service,,Gravity,82665,80752,150
7109,In Service,,Gravity,83865,85368,150
7110,In Service,,Gravity,73688,87842,150
7111,In Service,,Gravity,80762,88938,150
7112,In Service,,Gravity,73711,76962,150
7113,In Service,,Gravity,73734,73733,150
7114,In Service,,Gravity,84834,83014,300
7115,In Service,,Gravity,87854,78135,150
7116,In Service,,Gravity,73764,88036,150
7117,In Service,,Gravity,82688,73775,150
7118,In Service,,Gravity,83891,73783,150
7119,In Service,,Gravity,82693,88037,150
7120,In Service,,Gravity,73808,73810,150
7121,In Service,,Syphon,86949,73821,200
7122,In Service,,Gravity,73832,84850,150
7123,In Service,,Gravity,85407,82705,150
7124,In Service,,Gravity,73865,80793,225
7125,In Service,,Gravity,79716,73877,150
7126,In Service,,Gravity,77166,88979,225
7127,In Service,,Gravity,87885,73906,150
7128,In Service,,Gravity,77169,86658,150
7129,In Service,,Gravity,73923,80804,150
7130,In Service,,Gravity,81344,88986,150
7131,In Service,,Gravity,73941,83921,150
7132,In Service,,Gravity,79992,87892,150
7133,In Service,,Gravity,79733,86667,150
7134,In Service,,Gravity,83928,85433,150
7135,In Service,,Gravity,87899,82732,150
7136,In Service,,Gravity,78793,73995,150
7137,In Service,,Gravity,74005,83975,150
7138,In Service,,Gravity,74014,83934,150
7139,In Service,,Gravity,85445,74032,150
7140,In Service,,Gravity,87912,82745,150
7141,In Service,,Gravity,74053,74054,150
7142,In Service,,Gravity,74061,PS058,500
7143,In Service,,Gravity,83945,86690,150
7144,In Service,,Rising,89185,89184,100
7145,In Service,,Gravity,79759,74090,150
7146,In Service,,Gravity,74101,80838,150
7147,In Service,,Gravity,90896,74126,150
7148,In Service,,Rising,PS402,74142,40
7149,In Service,,Gravity,90898,74157,150
7150,In Service,,Gravity,74166,83966,150
7151,In Service,,Gravity,82770,84919,150
7153,In Service,,Gravity,79783,86716,150
7154,In Service,,Gravity,79785,85481,150
7155,In Service,,Gravity,81405,78844,150
7156,In Service,,Gravity,73642,86604,150
7157,In Service,,Gravity,81409,74248,150
7158,In Service,,Gravity,83264,74267,150
7159,In Service,,Gravity,85491,74276,150
7160,In Service,,Gravity,74284,85493,150
7161,In Service,,Gravity,77147,79800,150
7162,In Service,,Gravity,74299,84825,150
7163,In Service,,Rising,PS036,87847,100
7164,In Service,,Gravity,74319,88943,150
7166,In Service,,Gravity,83029,85007,150
7167,In Service,,Gravity,74340,83278,150
7168,In Service,,Gravity,74353,84954,150
7169,In Service,,Gravity,78870,74358,225
7170,In Service,,Gravity,81324,86748,150
7171,In Service,,Gravity,83982,74385,150
7172,In Service,,Gravity,83290,74402,150
7173,In Service,,Gravity,84862,PS086,150
7174,In Service,,Gravity,73894,89086,150
7175,In Service,,Gravity,82818,81442,150
7176,In Service,,Gravity,74432,88049,150
7177,In Service,,Gravity,82821,89090,150
7178,In Service,,Gravity,PS403,89151,80
7179,In Service,,Gravity,74450,89091,150
7180,In Service,,Gravity,84979,85437,150
7181,In Service,,Gravity,82830,73997,150
7182,In Service,,Gravity,89001,80916,150
7183,In Service,,Gravity,87135,74499,150
7184,In Service,,Gravity,74516,74517,150
7185,In Service,,Gravity,74527,78904,150
7186,In Service,,Gravity,80926,82842,150
7187,In Service,,Gravity,84256,74552,150
7188,In Service,,Gravity,78910,74559,150
7189,In Service,,Gravity,84260,82847,150
7190,In Service,,Gravity,74588,88350,150
7191,In Service,,Gravity,81474,84266,150
7192,In Service,,Gravity,85560,78921,150
7193,In Service,,Gravity,84272,82858,150
7194,In Service,,Gravity,88363,74650,150
7195,In Service,,Gravity,82864,78929,150
7196,In Service,,Gravity,74678,80954,150
7197,In Service,,Gravity,74688,77234,150
7198,In Service,,Gravity,86812,85578,150
7199,In Service,,Gravity,74724,79880,150
7200,In Service,,Gravity,87180,74731,375
7201,In Service,,Gravity,78947,85585,150
7202,In Service,,Gravity,86822,81504,150
7203,In Service,,Gravity,79891,74774,150
7204,In Service,,Gravity,74781,74778,150
7205,In Service,,Gravity,77243,86826,150
7206,In Service,,Gravity,84302,86828,150
7207,In Service,,Gravity,84304,74797,150
7209,In Service,,Gravity,77252,84312,150
7210,In Service,,Gravity,87204,81035,150
7211,In Service,,Gravity,86843,85609,150
7212,In Service,,Gravity,88408,74868,150
7213,In Service,,Gravity,88410,78974,150
7214,In Service,,Gravity,85613,74885,150
7215,In Service,,Gravity,84324,80168,150
7216,In Service,,Gravity,82919,86855,150
7217,In Service,,Gravity,82920,80176,150
7218,In Service,,Gravity,84332,87223,150
7219,In Service,,Gravity,74945,88422,150
7220,In Service,,Gravity,87225,84334,150
7221,In Service,,Gravity,74959,74962,150
7222,In Service,,Gravity,82927,74969,150
7223,In Service,,Gravity,79933,74986,150
7224,In Service,,Gravity,87234,74995,800
7225,In Service,,Gravity,79940,81555,150
7226,In Service,,Gravity,88438,85639,150
7227,In Service,,Gravity,83416,75035,150
7228,In Service,,Gravity,75044,84353,150
7229,In Service,,Gravity,75062,87245,150
7230,In Service,,Gravity,75072,75070,150
7231,In Service,,Gravity,78215,80205,150
7232,In Service,,Gravity,81570,80015,150
7233,In Service,,Gravity,83428,79955,150
7234,In Service,,Gravity,75103,87253,150
7235,In Service,,Gravity,77279,83430,150
7236,In Service,,Gravity,75109,79959,150
7237,In Service,,Gravity,75112,79961,300
7238,In Service,,Gravity,80214,81328,150
7239,In Service,,Gravity,88463,75133,150
7240,In Service,,Gravity,83437,87262,150
7241,In Service,,Gravity,75147,75146,375
7242,In Service,,Gravity,87268,75165,150
7243,In Service,,Gravity,80225,84382,150
7244,In Service,,Gravity,83145,75197,225
7245,In Service,,Gravity,88480,75212,150
7246,In Service,,Gravity,88482,75220,150
7247,In Service,,Gravity,86916,86915,700
7248,In Service,,Gravity,73553,88490,225
7249,In Service,,Gravity,82039,83998,150
7250,In Service,,Gravity,86925,81042,150
7251,In Service,,Gravity,87291,78256,150
7252,In Service,,Gravity,88498,85693,150
7253,In Service,,Gravity,77303,75303,150
7254,In Service,,Gravity,75332,75326,150
7255,In Service,,Gravity,75340,79200,150
7256,In Service,,Gravity,85706,79203,150
7257,In Service,,Gravity,75373,81628,150
7258,In Service,,Gravity,75384,86141,150
7259,In Service,,Gravity,75400,88519,150
7260,In Service,,Gravity,78285,80272,150
7261,In Service,,Gravity,75427,75428,150
7262,In Service,,Gravity,88330,77318,425
7263,In Service,,Gravity,75444,78585,300
7264,In Service,,Gravity,86154,88529,250
7265,In Service,,Gravity,75464,84438,150
7266,In Service,,Gravity,81651,88535,150
7267,In Service,,Gravity,83508,88537,150
7268,In Service,,Gravity,75508,79016,150
7269,In Service,,Gravity,85029,75516,150
7270,In Service,,Gravity,87346,82161,150
7271,In Service,,Gravity,78310,80301,150
7272,In Service,,Gravity,87349,80303,150
7273,In Service,,Gravity,79248,87351,150
7274,In Service,,Gravity,80307,75577,710
7275,In Service,,Gravity,75591,85751,150
7276,In Service,,Gravity,80023,81671,200
7277,In Service,,Gravity,75616,78323,225
7278,In Service,,Gravity,85758,87363,300
7279,In Service,,Gravity,82177,85759,150
7280,In Service,,Gravity,75641,75640,150
7281,In Service,,Gravity,81681,84473,150
7283,In Service,,Gravity,88072,84478,150
7284,In Service,,Gravity,75704,80332,150
7285,In Service,,Gravity,75715,82195,150
7286,In Service,,Gravity,83060,78046,150
7287,In Service,,Gravity,86211,75741,150
7288,In Service,,Gravity,75749,75750,150
7289,In Service,,Gravity,75765,88075,150
7290,In Service,,Gravity,83567,84503,150
7291,In Service,,Gravity,75793,88595,150
7292,In Service,,Gravity,75802,86223,150
7293,In Service,,Gravity,75812,82212,150
7294,In Service,,Gravity,88077,81716,150
7295,In Service,,Gravity,81719,78367,150
7296,In Service,,Gravity,77358,75847,600
7297,In Service,,Gravity,75855,87406,600
7298,In Service,,Gravity,76666,75873,150
7299,In Service,,Gravity,80369,78377,150
7300,In Service,,Gravity,87415,83588,150
7301,In Service,,Gravity,75905,77365,150
7302,In Service,,Gravity,86246,88620,150
7303,In Service,,Gravity,75925,79751,150
7304,In Service,,Gravity,75933,80378,150
7305,In Service,,Gravity,75942,75941,150
7307,In Service,,Gravity,75969,80385,300
7308,In Service,,Gravity,80386,75980,150
7309,In Service,,Gravity,79327,80388,150
7310,In Service,,Gravity,84545,86266,150
7311,In Service,,Gravity,89261,79025,150
7312,In Service,,Gravity,88640,80393,150
7313,In Service,,Gravity,81380,78409,150
7314,In Service,,Gravity,76050,76049,150
7315,In Service,,Gravity,88651,86998,150
7316,In Service,,Gravity,76086,80409,150
7317,In Service,,Gravity,76094,79349,150
7318,In Service,,Gravity,80414,76113,150
7320,In Service,,Gravity,81779,79355,150
7321,In Service,,Gravity,78426,84572,150
7322,In Service,,Gravity,83636,87465,225
7323,In Service,,Gravity,85865,76151,150
7324,In Service,,Gravity,88668,85043,150
7325,In Service,,Gravity,84581,76176,150
7326,In Service,,Gravity,87475,76190,150
7327,In Service,,Gravity,76195,76198,150
7328,In Service,,Gravity,87479,76209,150
7329,In Service,,Gravity,80433,77396,150
7330,In Service,,Gravity,76222,81799,150
